Species,Year,Country,County,Site ID,Site,Master site,Subsite,StartGrid,EndGrid,Visit dates,Method,Unit,Count,Accuracy,Fledged count,Fledged accuracy,Comments
Kittiwake,1990,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,294,C,447,C,4902
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Carter Lane 1,TA231691,TA155754,,1.1,AON,50,C,12,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook South,TA231691,TA155754,,1.1,AON,50,C,36,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Near,TA231691,TA155754,,1.1,AON,51,C,35,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Mid,TA231691,TA155754,,1.1,AON,50,C,38,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook North,TA231691,TA155754,,1.1,AON,50,C,40,C,
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,32,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Mid,TA231691,TA155754,,1.1,AON,50,C,28,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Near Edge,TA231691,TA155754,,1.1,AON,50,C,14,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,50,C,43,C,
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Near,TA231691,TA155754,,1.1,AON,49,C,50,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 1,TA231691,TA155754,,1.1,AON,50,C,65,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook South,TA231691,TA155754,,1.1,AON,50,C,33,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,8,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,50,C,56,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Carter Lane 2,TA231691,TA155754,,1.1,AON,50,C,36,C,
Kittiwake,2009,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,50,C,38,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,43,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Old Dor,TA231691,TA155754,,1.1,AON,50,C,31,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,50,C,38,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Breil Nook,TA231691,TA155754,,1.1,AON,52,C,42,C,
Kittiwake,2009,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Mid,TA231691,TA155754,,1.1,AON,50,C,54,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Newcombe,TA231691,TA155754,,1.1,AON,50,C,23,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,49,C,29,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,50,C,49,C,
Kittiwake,1988,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,350,C,186,C,4900
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,53,C,41,C,
Kittiwake,1995,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,261,C,248,C,4907
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Far Edge,TA231691,TA155754,,1.1,AON,50,C,68,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle from Breil,TA231691,TA155754,,1.1,AON,50,C,24,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle from Breil,TA231691,TA155754,,1.1,AON,51,C,31,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Breil Nook,TA231691,TA155754,,1.1,AON,51,C,34,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Old Dor,TA231691,TA155754,,1.1,AON,50,C,34,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook North,TA231691,TA155754,,1.1,AON,50,C,51,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,9,C,
Kittiwake,2002,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,277,C,211,C,4913
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,38,C,
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,53,C,38,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Near,TA231691,TA155754,,1.1,AON,54,C,25,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Tagging Site,TA231691,TA155754,,1.1,AON,74,C,69,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 2,TA231691,TA155754,,1.1,AON,50,C,33,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Far,TA231691,TA155754,,1.1,AON,50,C,45,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Near Edge,TA231691,TA155754,,1.1,AON,50,C,35,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Breil Nook,TA231691,TA155754,,1.1,AON,53,C,28,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,50,C,23,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 1,TA231691,TA155754,,1.1,AON,50,C,35,C,
Kittiwake,2007,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,316,C,262,C,4918
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle from Breil,TA231691,TA155754,,1.1,AON,51,C,54,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle from Breil,TA231691,TA155754,,1.1,AON,54,C,23,C,
Kittiwake,1997,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,285,C,120,C,4909
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 2,TA231691,TA155754,,1.1,AON,50,C,43,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Far Edge,TA231691,TA155754,,1.1,AON,50,C,50,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Far,TA231691,TA155754,,1.1,AON,50,C,47,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Mid,TA231691,TA155754,,1.1,AON,50,C,33,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook South,TA231691,TA155754,,1.1,AON,50,C,32,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,50,C,45,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,50,C,34,C,
Kittiwake,2003,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,297,C,74,C,4914
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,58,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,60,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,50,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,50,C,26,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook South,TA231691,TA155754,,1.1,AON,50,C,21,C,
Kittiwake,1992,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,376,C,350,C,4904
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Far,TA231691,TA155754,,1.1,AON,50,C,36,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Near,TA231691,TA155754,,1.1,AON,56,C,72,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Carter Lane 1,TA231691,TA155754,,1.1,AON,50,C,38,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,54,C,36,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,27,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Near Edge,TA231691,TA155754,,1.1,AON,50,C,32,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,8,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Near Edge,TA231691,TA155754,,1.1,AON,50,C,59,C,
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Mid,TA231691,TA155754,,1.1,AON,50,C,32,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Carter Lane 2,TA231691,TA155754,,1.1,AON,51,C,35,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Newcombe,TA231691,TA155754,,1.1,AON,56,C,53,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Near,TA231691,TA155754,,1.1,AON,51,C,47,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,50,C,34,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,26,C,
Kittiwake,2005,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,303,C,188,C,4916
Kittiwake,2009,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Far,TA231691,TA155754,,1.1,AON,50,C,50,C,
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 1,TA231691,TA155754,,1.1,AON,50,C,18,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Carter Lane 1,TA231691,TA155754,,1.1,AON,53,C,36,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Newcombe,TA231691,TA155754,,1.1,AON,50,C,59,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,50,C,78,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Bartlett Nab Near,TA231691,TA155754,,1.1,AON,50,C,36,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,49,C,35,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Breil Nook North,TA231691,TA155754,,1.1,AON,50,C,18,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Breil Nook,TA231691,TA155754,,1.1,AON,52,C,29,C,
Kittiwake,1998,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,250,C,218,C,4910
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,50,C,20,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,50,C,27,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,49,C,33,C,
Kittiwake,2009,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Jubilee Far,TA231691,TA155754,,1.1,AON,50,C,54,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 2,TA231691,TA155754,,1.1,AON,50,C,62,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle Nook 2,TA231691,TA155754,,1.1,AON,50,C,31,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Breil Nook,TA231691,TA155754,,1.1,AON,53,C,30,C,
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Near,TA231691,TA155754,,1.1,AON,49,C,31,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Far Edge,TA231691,TA155754,,1.1,AON,50,C,53,C,
Kittiwake,2011,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Old Dor,TA231691,TA155754,,1.1,AON,50,C,57,C,
Kittiwake,1999,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,294,C,394,C,4911
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Low,TA231691,TA155754,,1.1,AON,53,C,40,C,
Kittiwake,2013,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Old Dor,TA231691,TA155754,,1.1,AON,50,C,24,C,
Kittiwake,2017,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Saddle from Breil,TA231691,TA155754,,1.1,AON,50,C,16,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,50,C,22,C,
Kittiwake,2016,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Lighthouse,TA231691,TA155754,,1.1,AON,50,C,27,C,
Kittiwake,2018,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Swineshaw Hole,TA231691,TA155754,,1.1,AON,50,C,28,C,
Kittiwake,2006,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,ALL,TA231691,TA155754,,other,AON,309,C,253,C,4917
Kittiwake,2019,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Grandstand North Near Edge,TA231691,TA155754,,1.1,AON,50,C,21,C,
Kittiwake,2010,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Back of Breil Nook,TA231691,TA155754,,1.1,AON,50,C,67,C,
Kittiwake,2014,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Old Dor,TA231691,TA155754,,1.1,AON,49,C,26,C,
Kittiwake,2012,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,42,C,
Kittiwake,2015,England,Humberside,98273,Flamborough Head and Bempton Cliffs,Flamborough and Filey Coast SPA,Newcombe,TA231691,TA155754,,1.1,AON,50,C,4,C,
